,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
19,5991572863383024425,298.15,101.0,Liquid,1,NCCNCCO,Solvent,1.0,,,,,,1.0252800000000002,0.000275,,,10.1021/je060032n
20,-1323535253934061359,298.15,100.0,Liquid,1,CN(C)CCN,Solvent,1.0,,,,,,0.8143000000000001,0.00105,,,10.1021/acs.jced.5b00447
21,-567066718567809348,298.15,101.325,Liquid,1,CCCCCCCCN,Solvent,1.0,,,,,,0.7799500000000003,0.00042,,,10.1021/je0301895
22,1085150970976537574,298.15,101.325,Liquid,1,CNCc1ccccc1,Solvent,1.0,,,,,,0.9396000000000002,0.0031,,,10.1021/acs.jced.6b00667
23,-5108177292074096628,298.15,101.325,Liquid,1,CN(C)Cc1ccccc1,Solvent,1.0,,,,,,0.8951000000000002,0.001005,,,10.1021/acs.jced.6b00667
24,4665337019541998933,298.15,101.325,Liquid,1,c1ccc(CNCc2ccccc2)cc1,Solvent,1.0,,,,,,1.0222000000000002,0.00315,,,10.1021/acs.jced.6b00667
25,-2697134941052658497,298.15,100.0,Liquid,1,CCCCOCCCN,Solvent,1.0,,,,,,0.8426800000000001,0.000435,,,10.1021/acs.jced.7b00006
26,4318465752976797615,298.15,101.325,Liquid,1,CN1CCCCC1,Solvent,1.0,,,,,,0.8126200000000002,0.00023,,,10.1021/je200093f
27,-4959274527427251748,298.15,101.0,Liquid,1,CCOCCCN,Solvent,1.0,,,,,,0.8510180000000003,0.0004285,,,10.1021/je3003578
28,1067565609085001455,298.0,101.325,Liquid,1,NCCCNCCCN,Solvent,1.0,,,,,,0.9273600000000002,0.002095,,,10.1021/acs.jced.5b00922
29,-5180147097165962089,298.15,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.7735,,NC1CCCCC1,Solvent,0.2265,,0.8710000000000002,0.0003,,,10.1007/s10765-010-0752-6
30,1331330812085076839,298.15,101.0,Liquid,2,CCCCOCCO,Solvent,0.7705,,NC1CCCCC1,Solvent,0.2295,,0.8955000000000002,0.0003,,,10.1007/s10765-010-0752-6
31,-7333369968013764767,298.15,101.0,Liquid,2,CCCCOCCO,Solvent,0.2644999999999999,,NC1CCCCC1,Solvent,0.7355,,0.8762000000000002,0.0003,,,10.1007/s10765-010-0752-6
32,-1451740548071388745,298.15,101.0,Liquid,2,CCN(CC)CC,Solvent,0.2965,,c1ccccc1,Solvent,0.7035,,0.8072000000000003,0.00115,,,10.1007/s10765-006-0095-5
33,1593833224939507917,298.15,101.0,Liquid,2,CCCO,Solvent,0.7418,,Nc1ccccc1,Solvent,0.2582,,0.8672200000000002,0.000115,,,10.1007/s10765-007-0204-0
34,-1553250132937710191,298.15,101.0,Liquid,2,CCCO,Solvent,0.4893999999999999,,Nc1ccccc1,Solvent,0.5106,,0.9248400000000002,0.000125,,,10.1007/s10765-007-0204-0
35,6256712396259681570,298.15,101.0,Liquid,2,CCCO,Solvent,0.2354,,Nc1ccccc1,Solvent,0.7646,,0.97567,0.000135,,,10.1007/s10765-007-0204-0
36,-3582704845118814048,293.15,101.0,Liquid,2,CCCCCCC,Solvent,0.7363999999999999,,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.2636,,0.7524700000000002,0.000155,,,10.1016/j.jct.2013.09.017
37,-520354483128218581,293.15,101.0,Liquid,2,CCCCCCC,Solvent,0.4921,,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.5079,,0.7822800000000002,0.000195,,,10.1016/j.jct.2013.09.017
38,4350054790020048323,293.15,101.0,Liquid,2,CCCCCCC,Solvent,0.2981,,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.7019,,0.7965500000000001,0.00024,,,10.1016/j.jct.2013.09.017
39,4402508105607313695,293.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.7008,,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.2992,,0.7623000000000001,0.00016,,,10.1016/j.jct.2013.09.017
40,-1186107202655936985,293.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.5023,,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.4977,,0.7829100000000001,0.000195,,,10.1016/j.jct.2013.09.017
41,-3359239471994511888,293.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.2022,,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.7978,,0.8020000000000002,0.000265,,,10.1016/j.jct.2013.09.017
42,-6591463069788814310,293.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.5031,,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.4969,,0.7844500000000002,0.000195,,,10.1016/j.jct.2013.09.017
43,3791795235641849794,293.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.2057,,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.7943,,0.8020700000000003,0.00026,,,10.1016/j.jct.2013.09.017
44,-4817604067864901538,298.15,101.0,Liquid,2,CN1CCOCC1,Solvent,0.2345,,c1ccccc1,Solvent,0.7655,,0.8868000000000001,0.000255,,,10.1016/j.jct.2007.11.002
45,-6372701585916273440,298.15,101.0,Liquid,2,CN1CCOCC1,Solvent,0.7545,,Cc1ccccc1,Solvent,0.2455,,0.9030800000000002,0.00046,,,10.1016/j.jct.2007.11.002
46,3207839009912069930,298.15,100.0,Liquid,2,CC(C)O,Solvent,0.2604999999999999,,CCNCC,Solvent,0.7395,,0.7255000000000001,0.0005,,,10.1016/j.jct.2015.04.017
47,724615070611922704,298.15,100.0,Liquid,2,CCOC(=O)OCC,Solvent,0.2537,,Nc1ccccc1,Solvent,0.7463,,1.0064000000000002,0.0005,,,10.1016/j.jct.2016.08.001
48,365709938917884679,298.15,100.0,Liquid,2,CCOC(=O)OCC,Solvent,0.5468,,Nc1ccccc1,Solvent,0.4532,,0.9930000000000002,0.0005,,,10.1016/j.jct.2016.08.001
49,-3730412555484272593,298.15,100.0,Liquid,2,CCOC(=O)OCC,Solvent,0.7559,,Nc1ccccc1,Solvent,0.2440999999999999,,0.9825000000000004,0.0005,,,10.1016/j.jct.2016.08.001
50,-225555989371779298,298.15,100.0,Liquid,2,CCCCCCC,Solvent,0.7404999999999999,,CNc1ccccc1,Solvent,0.2595,,0.7424910000000001,0.00014,,,10.1021/je400134d
51,9119585085410510637,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.4945,,CNc1ccccc1,Solvent,0.5055,,0.8759620000000002,0.0001835,,,10.1021/je400134d
52,-3215493356237681528,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.2593,,O,Solvent,0.7407,,,,-2.271,0.046,10.1016/j.jct.2007.03.010
53,8336811609801009006,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.4941,,O,Solvent,0.5059,,,,-2.072,0.042,10.1016/j.jct.2007.03.010
54,4086231375292240124,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.7411,,O,Solvent,0.2589,,,,-1.154,0.0125,10.1016/j.jct.2015.06.006
55,8125991521844044950,298.145,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.2571,,O,Solvent,0.7429,,1.0522550000000004,0.000221,,,10.1021/je030120x
56,4442580057157127272,298.148,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.4849,,O,Solvent,0.5151,,1.048636,0.0002475,,,10.1021/je030120x
57,-2446676460997828316,298.148,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.743,,O,Solvent,0.257,,1.0405100000000005,0.000286,,,10.1021/je030120x
58,-2543395395884617191,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.7075,,CO,Solvent,0.2925,,0.8766100000000002,0.00017,,,10.1016/j.tca.2014.03.038
59,4561209400577519667,298.15,101.0,Liquid,2,CCO,Solvent,0.6995,,CN(C)CCO,Solvent,0.3005,,0.8345000000000002,0.000135,,,10.1016/j.tca.2014.03.038
60,4253799397614533497,298.2,100.0,Liquid,2,CCO,Solvent,0.7335,,CN(C)CCO,Solvent,0.2665,,,,-0.3657,0.004,10.1021/je800334m
61,2641769204867805567,293.15,101.0,Liquid,2,CC(C)CO,Solvent,0.7993,,NCCCO,Solvent,0.2007,,0.8371000000000002,0.00015,,,10.1016/j.jct.2012.02.036
62,-7019907654507139798,293.15,101.0,Liquid,2,CC(C)CO,Solvent,0.499,,NCCCO,Solvent,0.501,,0.8919000000000001,0.00015,,,10.1016/j.jct.2012.02.036
63,3254129917788205924,293.15,101.0,Liquid,2,CC(C)CO,Solvent,0.2992,,NCCCO,Solvent,0.7008,,0.9295000000000002,0.00015,,,10.1016/j.jct.2012.02.036
64,6947783401665314294,293.15,101.0,Liquid,2,CC(C)O,Solvent,0.7,,NCCCO,Solvent,0.3,,0.8517800000000002,0.00016,,,10.1016/j.jct.2012.02.036
65,-6471634429558353419,293.15,101.0,Liquid,2,CC(C)O,Solvent,0.4997,,NCCCO,Solvent,0.5003,,0.8942300000000002,0.00016,,,10.1016/j.jct.2012.02.036
66,6810530762603040097,293.15,101.0,Liquid,2,CC(C)O,Solvent,0.1997,,NCCCO,Solvent,0.8003,,0.9523,0.000165,,,10.1016/j.jct.2012.02.036
67,6761520180383659489,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7545,,CCN(CC)c1ccccc1,Solvent,0.2455,,0.7783000000000001,0.00015,,,10.1016/j.tca.2011.02.004
68,-2837408521055281009,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.7065,,O,Solvent,0.2935,,0.9223100000000002,8.500000000000002e-05,,,10.1016/j.jct.2011.06.020
69,4078988003762342268,298.15,101.0,Liquid,2,NCCO,Solvent,0.5412,,O,Solvent,0.4588,,1.0247000000000004,0.00035,,,10.1021/je2010038
70,8031979605685843122,298.15,101.0,Liquid,2,NCCO,Solvent,0.7264,,O,Solvent,0.2735999999999999,,1.0200000000000002,0.00035,,,10.1021/je2010038
71,-236889099566889049,298.15,101.3,Liquid,2,NCCO,Solvent,0.2197,,O,Solvent,0.7803,,1.0227000000000004,0.001,,,10.1021/acs.jced.8b00070
72,-1142471958448490898,293.15,101.0,Liquid,2,CNCCCN,Solvent,0.4995,,O,Solvent,0.5005,,0.906757,0.0001275,,,10.1021/je400679k
73,3703064596556076866,293.15,101.0,Liquid,2,NCCNCCN,Solvent,0.2449,,O,Solvent,0.7551,,1.0275000000000003,0.0005,,,10.1016/j.jct.2008.11.012
74,-5545013826375448738,293.15,101.0,Liquid,2,NCCNCCN,Solvent,0.4974,,O,Solvent,0.5025999999999999,,0.9928000000000002,0.0005,,,10.1016/j.jct.2008.11.012
75,1976008248739526980,293.15,101.0,Liquid,2,NCCNCCN,Solvent,0.6988,,O,Solvent,0.3012,,0.9718000000000002,0.0005,,,10.1016/j.jct.2008.11.012
76,-2497109046662139147,303.15,100.0,Liquid,2,NCCNCCN,Solvent,0.2416,,O,Solvent,0.7584,,,,-6.523,0.0695,10.1016/j.jct.2015.04.030
77,-5805928630591424824,303.15,100.0,Liquid,2,NCCNCCN,Solvent,0.501,,O,Solvent,0.499,,,,-5.417,0.0575,10.1016/j.jct.2015.04.030
78,6464034450215354134,303.15,100.0,Liquid,2,NCCNCCN,Solvent,0.702,,O,Solvent,0.298,,,,-3.393,0.036,10.1016/j.jct.2015.04.030
79,3503550063278405837,298.15,101.0,Liquid,2,CCO,Solvent,0.7532,,OCCN1CCOCC1,Solvent,0.2468,,0.9077200000000002,0.000305,,,10.1016/j.jct.2007.11.010
80,-8803995856212061840,298.15,101.0,Liquid,2,CCO,Solvent,0.5118,,OCCN1CCOCC1,Solvent,0.4882,,0.9864000000000002,0.0002,,,10.1016/j.jct.2007.11.010
81,85933942498257866,298.15,101.0,Liquid,2,CCO,Solvent,0.2561,,OCCN1CCOCC1,Solvent,0.7439,,1.0405200000000003,0.00027,,,10.1016/j.jct.2007.11.010
82,2059481868475092261,298.15,101.0,Liquid,2,CCCO,Solvent,0.7634,,OCCN1CCOCC1,Solvent,0.2366,,0.8987100000000002,0.000315,,,10.1016/j.jct.2007.11.010
83,-5145301106418826300,298.15,101.0,Liquid,2,CCCO,Solvent,0.4865,,OCCN1CCOCC1,Solvent,0.5135,,0.9843800000000004,0.000215,,,10.1016/j.jct.2007.11.010
84,-4625191976380172341,298.15,101.0,Liquid,2,CCCO,Solvent,0.2663,,OCCN1CCOCC1,Solvent,0.7337,,1.0341200000000002,0.00026,,,10.1016/j.jct.2007.11.010
85,213190062346442650,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.7532,,OCCN1CCOCC1,Solvent,0.2468,,0.8841000000000002,0.00035,,,10.1016/j.jct.2007.11.010
86,550714489576753801,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.5118,,OCCN1CCOCC1,Solvent,0.4882,,0.9623200000000004,0.000245,,,10.1016/j.jct.2007.11.010
87,3185666439249071322,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.2561,,OCCN1CCOCC1,Solvent,0.7439,,1.02527,0.000245,,,10.1016/j.jct.2007.11.010
88,-1713889050337443683,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7564,,OCCN1CCOCC1,Solvent,0.2436,,0.8876900000000003,0.00033,,,10.1016/j.jct.2007.11.010
89,1480585101512539785,298.15,101.0,Liquid,2,CCCCO,Solvent,0.5216000000000001,,OCCN1CCOCC1,Solvent,0.4784,,0.9554700000000004,0.00025,,,10.1016/j.jct.2007.11.010
90,2245540750736790095,298.15,101.0,Liquid,2,CCCCO,Solvent,0.2647,,OCCN1CCOCC1,Solvent,0.7353,,1.01781,0.00023,,,10.1016/j.jct.2007.11.010
91,5008835306509182084,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.7489,,CCCCO,Solvent,0.2511,,,,-0.024,0.0011,10.1016/j.jct.2005.12.006
92,-8941273833469962797,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.4986,,CCCCO,Solvent,0.5014,,,,-0.1474,0.0024,10.1016/j.jct.2005.12.006
93,7810952850058219160,298.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.0996,,CCCCO,Solvent,0.9004,,,,-0.1686,0.0027,10.1016/j.jct.2005.12.006
94,-7507726919529617362,298.15,101.0,Liquid,2,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.7497,,CCCCO,Solvent,0.2503,,,,0.2793,0.0044,10.1016/j.jct.2005.12.006
95,-4544260049199864965,298.15,101.0,Liquid,2,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.5,,CCCCO,Solvent,0.5,,,,0.2724,0.0043,10.1016/j.jct.2005.12.006
96,-4714013766844751635,298.15,101.0,Liquid,2,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.2499,,CCCCO,Solvent,0.7501,,,,0.1476,0.0024,10.1016/j.jct.2005.12.006
97,-7091810054379768165,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.75,,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.25,,,,-0.011,0.00105,10.1016/j.jct.2005.12.006
98,4368707266745578772,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.5001,,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.4999,,,,-0.0053,0.00105,10.1016/j.jct.2005.12.006
99,-7723296935695587827,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.25,,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,0.75,,,,-0.0017,0.00105,10.1016/j.jct.2005.12.006
100,-6512128463842347098,293.15,101.0,Liquid,2,CCCO,Solvent,0.6995,,CCN(CC)CCO,Solvent,0.3005,,0.8421100000000002,0.002,,,10.1016/j.jct.2018.06.007
101,7409669172927915062,293.15,101.0,Liquid,2,CCCO,Solvent,0.4928,,CCN(CC)CCO,Solvent,0.5072,,0.8599800000000002,0.002,,,10.1016/j.jct.2018.06.007
102,4328847596802032365,293.15,101.0,Liquid,2,CCCO,Solvent,0.2906999999999999,,CCN(CC)CCO,Solvent,0.7093,,0.8722700000000002,0.002,,,10.1016/j.jct.2018.06.007
103,7238259052920347628,293.15,101.0,Liquid,2,CCCCO,Solvent,0.7061999999999999,,CCN(CC)CCO,Solvent,0.2938,,0.8408200000000002,0.002,,,10.1016/j.jct.2018.06.007
104,6001090776910395434,293.15,101.0,Liquid,2,CCCCO,Solvent,0.4919,,CCN(CC)CCO,Solvent,0.5081,,0.8583200000000003,0.002,,,10.1016/j.jct.2018.06.007
105,2521833031658636460,293.15,101.0,Liquid,2,CCCCO,Solvent,0.2871,,CCN(CC)CCO,Solvent,0.7129,,0.8711400000000002,0.002,,,10.1016/j.jct.2018.06.007
106,4003961552335375289,298.15,101.0,Liquid,2,NCCN,Solvent,0.75,,O,Solvent,0.25,,0.92093,0.00018,,,10.1016/j.tca.2006.01.013
107,-1295076295959960103,298.15,101.0,Liquid,2,NCCN,Solvent,0.4999,,O,Solvent,0.5001,,0.9588700000000002,0.000135,,,10.1016/j.tca.2006.01.013
108,-6726313108169095107,298.15,101.0,Liquid,2,NCCN,Solvent,0.2501,,O,Solvent,0.7499,,0.9938100000000002,7.000000000000002e-05,,,10.1016/j.tca.2006.01.013
109,-8997031913782118700,298.15,101.0,Liquid,2,CCCCCCO,Solvent,0.7475,,NCCN,Solvent,0.2525,,0.8318070000000002,0.000179,,,10.1016/j.jct.2012.01.022
110,-5677050058526942418,298.15,101.0,Liquid,2,CCCCCCO,Solvent,0.4913999999999999,,NCCN,Solvent,0.5086,,0.8471070000000002,0.000157,,,10.1016/j.jct.2012.01.022
111,-1687894170344774617,298.15,101.0,Liquid,2,CCCCCCO,Solvent,0.2875,,NCCN,Solvent,0.7125,,0.8614710000000002,0.00014,,,10.1016/j.jct.2012.01.022
112,2143715077532079566,298.15,101.0,Liquid,2,CCCCCCCCO,Solvent,0.7367,,NCCN,Solvent,0.2633,,0.8342760000000001,7.550000000000002e-05,,,10.1016/j.jct.2012.01.022
113,3926763456168394902,298.15,101.0,Liquid,2,CCCCCCCCO,Solvent,0.5081,,NCCN,Solvent,0.4919,,0.8444260000000002,8.550000000000003e-05,,,10.1016/j.jct.2012.01.022
114,-7417650627528685557,298.15,101.0,Liquid,2,CCCCCCCCO,Solvent,0.2062,,NCCN,Solvent,0.7938,,0.8645390000000002,0.000102,,,10.1016/j.jct.2012.01.022
115,-2147654825064937752,303.15,101.0,Liquid,2,CCCO,Solvent,0.7050000000000001,,CCN(CC)CC,Solvent,0.295,,0.7759900000000002,7.500000000000002e-05,,,10.1016/j.tca.2008.09.006
116,-1533919623922765872,303.15,101.0,Liquid,2,CCCO,Solvent,0.5147999999999999,,CCN(CC)CC,Solvent,0.4852,,0.7601100000000002,8.000000000000002e-05,,,10.1016/j.tca.2008.09.006
117,-330358942396018902,303.15,101.0,Liquid,2,CCCO,Solvent,0.2362999999999999,,CCN(CC)CC,Solvent,0.7637,,0.7368500000000002,8.000000000000002e-05,,,10.1016/j.tca.2008.09.006
118,-5810345983908504125,303.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.2978,,CCCO,Solvent,0.7021999999999999,,0.7854700000000002,7.500000000000002e-05,,,10.1016/j.tca.2008.09.006
119,7381398485289265231,303.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.4984,,CCCO,Solvent,0.5016,,0.7801800000000001,7.500000000000002e-05,,,10.1016/j.tca.2008.09.006
120,5290950823369346221,303.15,101.0,Liquid,2,CCCCN(CCCC)CCCC,Solvent,0.7989,,CCCO,Solvent,0.2010999999999999,,0.7737800000000001,7.500000000000002e-05,,,10.1016/j.tca.2008.09.006
121,-1383026881229516158,293.151,101.0,Liquid,2,CS(C)=O,Solvent,0.4998,,NCCO,Solvent,0.5002,,1.060655,0.00014,,,10.1016/j.jct.2012.08.021
122,8688123457457539808,293.151,101.0,Liquid,2,CS(C)=O,Solvent,0.1998999999999999,,NCCO,Solvent,0.8001,,1.0352380000000003,0.000129,,,10.1016/j.jct.2012.08.021
123,-2684662517328357818,303.143,101.0,Liquid,2,CS(C)=O,Solvent,0.7001,,NCCO,Solvent,0.2999,,1.0669310000000003,0.000142,,,10.1016/j.jct.2012.08.021
124,8447366492470562153,293.151,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.2,,CS(C)=O,Solvent,0.8,,1.079886,0.000198,,,10.1016/j.jct.2012.08.021
125,5449912865844452881,293.152,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.7002,,CS(C)=O,Solvent,0.2997999999999999,,1.049581,0.0003445,,,10.1016/j.jct.2012.08.021
126,-8044594499509179813,303.143,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.4001,,CS(C)=O,Solvent,0.5999,,1.0561040000000004,0.0002445,,,10.1016/j.jct.2012.08.021
127,9053772732541832232,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.0699,,O,Solvent,0.9301,,,,-1.713,0.035,10.1016/j.jct.2007.03.010
128,-3028028555920674691,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.77,,O,Solvent,0.2299999999999999,,,,-1.711,0.035,10.1016/j.jct.2007.03.010
129,4799744171270240326,313.15,101.0,Liquid,2,NCCNCCO,Solvent,0.4001,,O,Solvent,0.5999,,,,-4.15,0.0845,10.1016/j.jct.2007.03.010
130,-8619827410156320624,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.07,,O,Solvent,0.93,,1.0222800000000003,0.000125,,,10.1021/je060032n
131,-1032336653470521867,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.7997,,O,Solvent,0.2003,,1.0318300000000002,0.00024,,,10.1021/je060032n
132,18817833345383040,313.15,101.0,Liquid,2,NCCNCCO,Solvent,0.3997,,O,Solvent,0.6003000000000001,,1.0370100000000002,0.00017,,,10.1021/je060032n
133,-422753427795246880,298.15,101.0,Liquid,2,NCCCO,Solvent,0.7515,,O,Solvent,0.2485,,,,-1.531,0.031,10.1016/j.jct.2007.03.010
134,-2717832468163025042,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.5365,,O,Solvent,0.4635,,,,-2.575,0.0525,10.1016/j.jct.2007.03.010
135,8444493713325561797,298.15,101.325,Liquid,2,CCCCO,Solvent,0.1999,,CCN(CC)CC,Solvent,0.8001,,,,-0.6528,0.01015,10.1016/j.fluid.2005.08.001
136,-1104473276724825345,298.15,101.325,Liquid,2,CCCCO,Solvent,0.5,,CCN(CC)CC,Solvent,0.5,,,,-1.3473,0.02085,10.1016/j.fluid.2005.08.001
137,-2721826948294571467,298.15,101.325,Liquid,2,CCCCO,Solvent,0.6499,,CCN(CC)CC,Solvent,0.3500999999999999,,,,-1.38,0.02135,10.1016/j.fluid.2005.08.001
138,8256949344048914277,298.15,101.0,Liquid,2,CCCCCCCO,Solvent,0.2982,,NC1CCCCC1,Solvent,0.7018,,0.8527100000000002,0.00012,,,10.1016/j.jct.2014.09.005
139,7478602295170059422,298.15,101.0,Liquid,2,CCCCCCCO,Solvent,0.4931,,NC1CCCCC1,Solvent,0.5069,,0.8453400000000002,0.00012,,,10.1016/j.jct.2014.09.005
140,5103159363396453583,298.15,101.0,Liquid,2,CCCCCCCO,Solvent,0.7479,,NC1CCCCC1,Solvent,0.2521,,0.8332200000000002,0.00012,,,10.1016/j.jct.2014.09.005
141,7234841948452621589,293.15,100.0,Liquid,2,CS(C)=O,Solvent,0.2979,,NCc1ccccc1,Solvent,0.7021,,1.0110000000000003,0.002,,,10.1016/j.jct.2018.02.018
142,-7003453118903365237,293.15,100.0,Liquid,2,CS(C)=O,Solvent,0.4991,,NCc1ccccc1,Solvent,0.5009,,1.0320000000000005,0.002,,,10.1016/j.jct.2018.02.018
143,-6151562270292502788,293.15,100.0,Liquid,2,CS(C)=O,Solvent,0.6999,,NCc1ccccc1,Solvent,0.3001,,1.0560000000000005,0.002,,,10.1016/j.jct.2018.02.018
144,3181891707594629980,293.15,100.0,Liquid,2,CN(C)CCCO,Solvent,0.7,,CS(C)=O,Solvent,0.3,,0.9270000000000004,0.002,,,10.1016/j.jct.2018.02.018
